0,89.06
0,78.48
0,85.16
0,50.00
0,37.67
0,39.70
0,40.59
0,43.26
0,49.66
0,70.05
0,76.79
0,84.10
0,94.74
0,96.80
0,97.17
0,98.52
0,114.50
0,149.97
0,146.33
0,140.28
0,121.88
0,102.61
0,97.46
0,85.16
0,57.08
0,52.59
0,48.97
0,34.94
0,29.56
0,33.97
0,34.52
0,41.80
0,48.95
0,60.01
0,70.09
0,66.26
0,64.54
0,46.96
0,40.01
0,39.30
0,40.79
0,47.91
0,65.09
0,67.85
0,62.22
0,46.16
0,46.29
0,32.93
0,2.71
0,1.71
0,1.24
0,0.06
0,0.09
0,1.44
0,41.11
0,90.54
0,161.79
0,180.36
0,125.03
0,100.74
0,96.39
0,95.22
0,102.67
0,112.87
0,126.80
0,148.49
0,175.06
0,180.00
0,146.43
0,105.71
0,114.11
0,100.36
0,125.47
0,115.55
0,113.29
0,105.81
0,105.00
0,115.11
0,156.91
0,182.64
0,178.91
0,190.00
0,189.88
0,182.42
0,182.46
0,179.59
0,179.00
0,180.93
0,166.69
0,189.88
0,184.94
0,178.99
0,156.12
0,148.65
0,137.92
0,105.00
0,120.11
0,105.10
0,84.50
0,75.38
0,79.11
0,94.79
0,169.04
0,215.98
0,211.13
0,226.52
0,224.45
0,202.80
0,205.00
0,197.34
0,195.60
0,200.00
0,206.07
0,242.10
0,265.00
0,265.00
0,241.93
0,218.95
0,207.46
0,200.00
0,207.15
0,204.22
0,191.82
0,180.70
0,170.10
0,194.38
0,204.22
0,228.25
0,240.98
0,257.44
0,245.24
0,231.90
0,226.00
0,209.20
0,216.06
0,230.77
0,245.95
0,274.11
0,273.44
0,278.36
0,251.71
0,229.96
0,216.44
0,210.00
0,213.47
0,189.00
0,180.00
0,164.90
0,162.80
0,165.00
0,165.20
0,215.89
0,254.19
0,257.24
0,254.18
0,241.22
0,240.20
0,212.69
0,207.05
0,210.11
0,220.21
0,243.84
0,260.00
0,250.00
0,239.09
0,213.81
0,216.13
0,205.74
0,184.96
0,162.79
0,166.00
0,161.63
0,160.00
0,154.30
0,166.00
0,182.91
0,215.89
0,231.00
0,228.95
0,215.39
0,206.68
0,185.00
0,169.52
0,162.80
0,161.73
0,189.90
0,189.16
0,185.53
0,159.47
0,126.09
0,123.73
0,147.94
0,109.18
0,89.61
0,80.24
0,55.46
0,45.82
0,48.50
0,74.29
0,89.78
0,104.79
0,147.36
0,149.48
0,157.71
0,167.63
0,165.06
0,170.09
0,189.04
0,190.96
0,223.30
0,243.94
0,240.00
0,230.82
0,214.02
0,215.88
0,203.80
0,196.23
0,191.85
0,195.91
0,186.66
0,178.04
0,191.65
0,237.44
0,299.95
0,313.92
0,315.00
0,310.41
0,310.08
0,300.00
0,297.01
0,299.96
0,302.73
0,297.97
0,313.79
0,310.82
0,294.98
0,267.45
0,242.23
0,217.03
0,198.93
0,210.34
0,202.42
0,197.60
0,193.00
0,194.90
